Chemicals,Chemical_Count,PharmGKB_ID,RS_ID,Chromosome,Postion,Gene,Annotation_ID,Level_of_Evidence,Types,Phenotypes,OMB_Races,Unknown_Race,Mixed_Population
PA134521193:coumarin,1,PA166134477,rs28399433,chr19,41356379,CYP2A6,981419128,4,other,,,,1
PA452620:tegafur,1,PA166152931,rs28399433,chr19,40850474,CYP2A6,1447979553,4,other,,asian,,
PA450626:nicotine,1,PA166152811,rs2869950,chr4,89742764,CHRNB4,1448106635,3,toxicity,PA445876:Tobacco Use Disorder,native,,
PA449383:docetaxel,1,PA166158782,rs28738963,chr1,161203627,NR1I3,1448099210,3,toxicity,PA443340:Anemia; PA445046:Nasopharyngeal Neoplasms,asian,,
PA128406956:fluorouracil,1,PA166152884,rs2854744,chr7,45961075,IGFBP3,1447964341,3,efficacy,PA445742:Stomach Neoplasms,,1,
PA451260:ritonavir,1,PA166134222,rs2854117,chr11,116700142,APOC3,1448104344,3,toxicity,PA447230:HIV; PA446213:HIV Infections; PA444528:Hyperlipidemias,,,1
PA451522:succinylcholine,1,PA166135531,rs28933389,chr3,165548010,BCHE,1444698458,4,toxicity,,,1,
PA451522:succinylcholine,1,PA166135553,rs28933390,chr3,165547569,BCHE,1444698464,4,toxicity,,,1,
PA164749136:desflurane;PA449461:enflurane;PA449845:halothane;PA450106:isoflurane;PA450434:methoxyflurane;PA451341:sevoflurane,6,PA166136363,rs28933396,chr19,38990637,RYR1,1447992339,3,toxicity,PA444863:Malignant Hyperthermia,,,1
PA449027:cladribine;PA449177:cytarabine,2,PA166135382,rs2898950,chr11,4104060,RRM1,1183700252,3,efficacy,"PA444760:Leukemia, Myeloid, Acute",,,1
PA164749390:peginterferon alfa-2a;PA164784024:peginterferon alfa-2b;PA451241:ribavirin,3,PA166159171,rs28416813,chr19,39735644,IFNL3,1448102488,3,efficacy,"PA446863:Hepatitis C, Chronic; PA447230:HIV",,,1
PA164749136:desflurane;PA449461:enflurane;PA449845:halothane;PA450106:isoflurane;PA450434:methoxyflurane;PA451341:sevoflurane;PA451522:succinylcholine,7,PA166135469,rs28933397,chr19,38991294,RYR1,1447992359,3,toxicity,PA444863:Malignant Hyperthermia,,1,
PA451906:warfarin,1,PA166134727,rs2884737,chr16,31105554,VKORC1,1184986375,2A,dosage,,,,1
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166161861,rs2916205,chr1,153320755,PGLYRP4,1448522753,3,efficacy,PA445451:Psoriasis,white,,
PA449899:hydrochlorothiazide,1,PA166152816,rs292449,chr18,55895081,NEDD4L,1447963224,3,efficacy,,white,,
PA133950441:hmg coa reductase inhibitors,1,PA166136205,rs2900478,chr12,21368797,SLCO1B1,1444668462,3,efficacy,,,1,
PA166114414:cotinine,1,PA166163183,rs2942857,chr4,69687987,UGT2B10,1448602113,3,pk,PA445876:Tobacco Use Disorder,black,,
PA450801:paroxetine,1,PA166135813,rs2973049,chr5,37818139,GDNF,1444704053,3,efficacy,"PA447321:Depressive Disorder, Major",asian,,
PA451234:repaglinide,1,PA166134291,rs290487,chr10,114909731,TCF7L2,981419011,3,efficacy,"PA443890:Diabetes Mellitus, Type 2",asian,,
PA452631:thiazolidinediones,1,PA166135817,rs296766,chr12,50350953,AQP2,1444704094,3,toxicity,"PA443890:Diabetes Mellitus, Type 2",asian,,
PA449441:efavirenz,1,PA166153182,rs3003596,chr1,161204217,NR1I3,1447987035,3,pk,PA447230:HIV,,1,
PA448685:buprenorphine;PA449599:fentanyl;PA450369:meperidine;PA450550:morphine;PA452618:opioids;PA164744326:pentazocine,6,PA166135025,rs2952768,chr2,208494234,,1446905843,2B,dosage,,asian,,
PA452618:opioids,1,PA166135026,rs2952768,chr2,208494234,,1183574184,3,other,,asian,,
PA164713257:Selective serotonin reuptake inhibitors,1,PA166135853,rs301434,chr9,4582082,SLC1A1,1444706815,4,efficacy,PA447211:Obsessive-Compulsive Disorder,white,,
PA165983754:pitrakinra,1,PA166135006,rs3024530,chr16,27350687,IL4R,1183630747,3,efficacy,PA443450:Asthma,white,,
PA164713257:Selective serotonin reuptake inhibitors,1,PA166135854,rs301435,chr9,4582843,SLC1A1,1444706823,4,efficacy,PA447211:Obsessive-Compulsive Disorder,white,,
PA7000:sorafenib,1,PA166159973,rs3025040,chr6,43753051,VEGFA,1448256723,3,toxicity,"PA444447:Carcinoma, Hepatocellular; PA166114377:hand-foot syndrome",asian,,
PA449061:clozapine,1,PA166159233,rs2975226,chr5,1445616,SLC6A3,1448104010,3,efficacy,PA447216:Schizophrenia,asian,,
PA164784024:peginterferon alfa-2b,1,PA166136025,rs3077,chr6,33033022,HLA-DPA1,1447949093,3,efficacy,"PA446862:Hepatitis B, Chronic",asian,,
PA128406956:fluorouracil,1,PA166152885,rs2960436,chr7,45977282,,1447964351,3,efficacy,PA445742:Stomach Neoplasms,,1,
PA162372840:sunitinib,1,PA166135805,rs307821,chr5,180030313,FLT4,1444703853,3,efficacy,"PA443624:Carcinoma, Renal Cell",,,1
PA130232992:bevacizumab;PA164746012:ranibizumab,2,PA166135005,rs3025000,chr6,43746169,VEGFA,1183630630,3,efficacy,PA134850558:Macular Degeneration,,1,
PA162372840:sunitinib,1,PA166135804,rs307826,chr5,180051003,FLT4,1444703845,3,efficacy,"PA443624:Carcinoma, Renal Cell",,,1
PA162363968:lenalidomide;PA451644:thalidomide,2,PA166163499,rs308395,chr4,123746942,FGF2,1448612687,3,efficacy,PA444985:Multiple Myeloma,white,,
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166161170,rs3087243,chr2,204738919,CTLA4,1448423694,3,toxicity,PA445451:Psoriasis,white,,
PA130232992:bevacizumab,1,PA166161232,rs3025039,chr6,43752536,VEGFA,1448427410,3,efficacy,PA443560:Breast Neoplasms,,1,
PA130232992:bevacizumab;PA448771:capecitabine;PA128406956:fluorouracil;PA450085:irinotecan;PA450198:leucovorin;PA131285527:oxaliplatin,6,PA166136415,rs3025039,chr6,43752536,VEGFA,1446909108,3,efficacy,PA446108:Colorectal Neoplasms,,,1
PA450085:irinotecan,1,PA166161129,rs3087465,chr3,30647160,TGFBR2,1448422851,3,toxicity,PA446108:Colorectal Neoplasms,asian,,
PA449014:cisplatin,1,PA166151960,rs3087403,chr2,100058870,REV1,1447953359,3,efficacy,PA445601:Osteosarcoma,white,,
"PA164712462:Antiinflammatory agents, non-steroids;PA448497:aspirin",2,PA166153482,rs2965667,chr12,17444733,,1447990851,3,other,PA446108:Colorectal Neoplasms,white,,
PA449594:fenofibrate,1,PA166135031,rs3091244,chr1,159684665,CRP,1183601920,3,efficacy,PA162370415:metabolic syndrome,white,,
PA164713257:Selective serotonin reuptake inhibitors,1,PA166135855,rs3087879,chr9,4586808,SLC1A1,1444706835,4,efficacy,PA447211:Obsessive-Compulsive Disorder,white,,
PA451900:vitamin e,1,PA166158743,rs3093105,chr19,15897578,CYP4F2,1448097686,4,pk,,,1,
PA451846:valproic acid,1,PA166135911,rs3087374,chr15,89859994,POLG,1446897483,3,toxicity,PA164925725:Toxic liver disease,,,1
PA448320:allopurinol,1,PA166136046,rs3094188,chr6,31142245,PSORS1C3,1184764198,3,toxicity,"PA444059:Epidermal Necrolysis, Toxic; PA166120929:severe cutaneous adverse reactions; PA445738:Stevens-Johnson Syndrome",,1,
PA451581:tamoxifen,1,PA166136109,rs310786,chr12,77436148,E2F7,1444607371,4,efficacy,,,,
PA451581:tamoxifen,1,PA166136107,rs310786,chr12,77436148,E2F7,1444607378,3,toxicity,PA443560:Breast Neoplasms,white,,
PA448497:aspirin,1,PA166136190,rs3097671,chr6,33047612,HLA-DPB1,1444667504,3,toxicity,PA131285571:aspirin-induced asthma,asian,,
PA450164:lamotrigine,1,PA166158985,rs3114020,chr4,89083666,ABCG2,1448100499,3,pk,PA444065:Epilepsy,asian,,
PA448004:abacavir,1,PA166134483,rs3093726,chr6,31546789,LST1; LTA; LTB,1448108952,4,toxicity,PA443936:Drug Hypersensitivity,asian,,
PA450616:nevirapine,1,PA166136048,rs3099844,chr6,31448976,CYCSP5,1184986501,3,toxicity,PA443250:Acquired Immunodeficiency Syndrome,black,,
PA448497:aspirin,1,PA166135689,rs3130100,chr6,33283766,ZBTB22,1448106309,3,toxicity,PA131285571:aspirin-induced asthma; PA443450:Asthma,asian,,
PA448497:aspirin,1,PA166136193,rs3129294,chr6,33084671,HLA-DPB2,1444667554,3,toxicity,PA131285571:aspirin-induced asthma; PA443450:Asthma,asian,,
PA448320:allopurinol,1,PA166135583,rs3130931,chr6,31134888,POU5F1,1184764212,3,toxicity,"PA444059:Epidermal Necrolysis, Toxic; PA166120929:severe cutaneous adverse reactions; PA445738:Stevens-Johnson Syndrome",,1,
PA448320:allopurinol,1,PA166135582,rs3130501,chr6,31136453,POU5F1,1184764203,3,toxicity,"PA444059:Epidermal Necrolysis, Toxic; PA166120929:severe cutaneous adverse reactions; PA445738:Stevens-Johnson Syndrome",,1,
PA450037:interferon beta-1a;PA450039:interferon beta-1b,2,PA166152642,rs3133084,chr11,126027473,,1447959757,3,efficacy,PA444987:Multiple Sclerosis,,,1
PA451250:rifampin,1,PA166160701,rs319952,chr1,49113622,AGBL4,1448265603,3,toxicity,PA445941:Tuberculosis,black,,
PA451250:rifampin,1,PA166160699,rs320003,chr1,49126778,AGBL4,1448265586,3,toxicity,PA445941:Tuberculosis,black,,
PA451089:pravastatin,1,PA166134854,rs3025058,chr11,102715947,MMP3,1043880218,3,efficacy,PA443796:Coronary Artery Disease,,1,
PA448970:chlorthalidone;PA450242:lisinopril,2,PA166134855,rs3025058,chr11,102715947,MMP3,1043880475,3,efficacy,PA444552:Hypertension,,1,
PA449594:fenofibrate,1,PA166135702,rs3135506,chr11,116662407,APOA5,1444672991,3,efficacy,PA446120:Hypertriglyceridemia,,,1
PA449594:fenofibrate,1,PA166152851,rs320,chr8,19819077,LPL,1447963834,3,efficacy,PA446120:Hypertriglyceridemia,asian,,
PA451906:warfarin,1,PA166135814,rs3212198,chr20,43044362,HNF4A,1444704065,3,dosage,,asian,,
PA166048654:ustekinumab,1,PA166160670,rs3213094,chr5,158750769,IL12B,1448265271,3,efficacy,PA445451:Psoriasis,,1,
PA164713176:Platinum compounds,1,PA166136167,rs3213239,chr19,44081059,APLF,1444666620,3,efficacy,"PA443622:Carcinoma, Non-Small-Cell Lung",,1,
PA449165:cyclophosphamide;PA449412:doxorubicin,2,PA166134859,rs3211371,chr19,41522714,CYP2B6,1043880297,3,toxicity,PA443560:Breast Neoplasms,,,1
PA448687:bupropion,1,PA166136398,rs3211371,chr19,41522715,CYP2B6,1446898339,3,efficacy,PA445876:Tobacco Use Disorder,white,,
PA450192:leflunomide,1,PA166134185,rs3213422,chr16,72042682,DHODH,1448107936,4,efficacy,"PA443434:Arthritis, Rheumatoid",white,,
PA448499:atenolol,1,PA166135598,rs3213619,chr7,87230193,ABCB1,1184987046,3,toxicity,PA444552:Hypertension,black,,
PA448771:capecitabine;PA128406956:fluorouracil,2,PA166135685,rs3218592,chr6,111643838,REV3L,1444667297,4,efficacy,PA445058:Neoplasm Metastasis,asian,,
PA448771:capecitabine,1,PA166163248,rs3217164,chr16,55855151,CES1,1448602864,3,toxicity,PA443937:Drug Toxicity,,1,
PA449014:cisplatin,1,PA166134080,rs316019,chr6,160670282,SLC22A2,981418751,3,toxicity,PA445062:Neoplasms,white,,
PA10323:l-tryptophan,1,PA166135239,rs316019,chr6,160670282,SLC22A2,1183631426,3,other,,,1,
PA450395:metformin,1,PA166135366,rs316019,chr6,160670282,SLC22A2,1446898181,3,other,,,,1
PA449014:cisplatin,1,PA166135734,rs316019,chr6,160670282,SLC22A2,1448616424,3,toxicity,PA162263534:Ototoxicity,,1,
PA130620651:anthracyclines and related substances,1,PA166159399,rs316019,chr6,160670282,SLC22A2,1448109596,3,toxicity,PA445062:Neoplasms,,1,
PA164713176:Platinum compounds,1,PA166160844,rs316019,chr6,160670282,SLC22A2,1448266991,3,toxicity,"PA443622:Carcinoma, Non-Small-Cell Lung",asian,,
PA449014:cisplatin;PA449165:cyclophosphamide,2,PA166134017,rs3219484,chr1,45800156,MUTYH,1184348730,3,toxicity,PA445204:Ovarian Neoplasms,,,
PA10066:duloxetine,1,PA166135204,rs324026,chr3,113891042,DRD3,1183624310,3,efficacy,PA447196:Anxiety Disorders,white,,
PA450626:nicotine,1,PA166159011,rs324650,chr7,136693661,CHRM2,1448100885,3,other,PA445876:Tobacco Use Disorder,white,,
PA10066:duloxetine,1,PA166135205,rs324023,chr3,113885395,DRD3,1183624317,3,efficacy,PA447196:Anxiety Disorders,white,,
PA450403:methamphetamine,1,PA166134189,rs3213207,chr6,15628102,DTNBP1,981418899,3,toxicity,PA447215:Psychotic Disorders,asian,,
PA451089:pravastatin,1,PA166135002,rs328,chr8,19819724,LPL,1183533886,4,efficacy,,white,,
PA449383:docetaxel,1,PA166136385,rs3212986,chr19,45912736,ERCC1,1448106259,3,toxicity,PA443560:Breast Neoplasms,white,,
PA449014:cisplatin;PA150595617:platinum;PA164713176:Platinum compounds,3,PA166134353,rs3212986,chr19,45912735,ERCC1,981344718,2B,toxicity,PA445062:Neoplasms; PA445204:Ovarian Neoplasms,white,,
PA164713176:Platinum compounds,1,PA166134354,rs3212986,chr19,45912736,CD3EAP; ERCC1; PPP1R13L,981418936,3,efficacy,PA445204:Ovarian Neoplasms,asian,,
PA449014:cisplatin;PA164713176:Platinum compounds,2,PA166134417,rs3212986,chr19,45912736,ERCC1,1183491964,3,efficacy,"PA443622:Carcinoma, Non-Small-Cell Lung; PA444101:Esophageal Neoplasms",,1,
PA450761:paclitaxel,1,PA166136386,rs3212986,chr19,45912736,ERCC1,1445401852,3,toxicity,PA443560:Breast Neoplasms,white,,
PA10026:aripiprazole;PA449061:clozapine;PA449841:haloperidol;PA450688:olanzapine;PA451201:quetiapine;PA451257:risperidone,6,PA166134895,rs324420,chr1,46870761,FAAH,1446898821,3,toxicity,PA447215:Psychotic Disorders,white,,
PA450403:methamphetamine,1,PA166134649,rs324420,chr1,46870760,FAAH,982029691,3,other,PA446876:Substance-Related Disorders,asian,,
PA131890620:cannabinoids,1,PA166152844,rs324420,chr1,46870761,FAAH,1447963693,3,toxicity,PA446876:Substance-Related Disorders,white,,
PA450550:morphine,1,PA166163297,rs324420,chr1,46870761,FAAH,1448603314,3,toxicity,,white,,
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166135824,rs3397,chr1,12267292,TNFRSF1B,1444704333,3,efficacy,"PA443434:Arthritis, Rheumatoid",white,,
PA448499:atenolol,1,PA166152780,rs340874,chr1,214159256,PROX1,1447962618,3,toxicity,PA444552:Hypertension,white,,
PA449053:clopidogrel,1,PA166136301,rs342293,chr7,106372219,,1444703205,4,efficacy,PA443796:Coronary Artery Disease,asian,,
PA451735:tramadol,1,PA166135163,rs34130495,chr6,160560824,SLC22A1,1183618208,3,other,,,1,
PA165291492:pazopanib,1,PA166135713,rs34231037,chr4,55972946,KDR,1444686879,3,efficacy; pk,PA444685:Kidney Neoplasms,,,1
PA449177:cytarabine,1,PA166134469,rs3215400,chr1,20915589,CDA,982033501,3,toxicity,,,,1
PA448771:capecitabine,1,PA166134470,rs3215400,chr1,20589097,CDA,1448099933,3,toxicity,PA445062:Neoplasms; PA165966294:Palmar-plantar erythrodysaesthesia syndrome,,,1
"PA10405:adrenergics, inhalants",1,PA166136445,rs34548976,chr7,31072469,,1446903545,3,efficacy,PA443450:Asthma,,,1
PA451906:warfarin,1,PA166134063,rs339097,chr7,128399224,CALU,1184986334,2B,dosage,,black,,
PA448320:allopurinol;PA165958521:febuxostat,2,PA166161458,rs34650714,chr2,234675829,UGT1A1; UGT1A10; UGT1A3; UGT1A4; UGT1A5; UGT1A6; UGT1A7; UGT1A8; UGT1A9,1448428923,3,dosage,PA444318:Gout,,,1
PA450395:metformin,1,PA166136315,rs34834489,chr17,19620264,SLC47A2,1444703796,4,pk,,asian,,
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166136247,rs352139,chr3,52258372,TLR9,1444686940,3,efficacy,PA443815:Crohn Disease; PA446116:Inflammatory Bowel Diseases,,,
PA449015:citalopram;PA10074:escitalopram,2,PA166134689,rs352428,chr8,28478891,,982031521,3,efficacy,"PA447321:Depressive Disorder, Major",white,,
PA165110775:SN-38,1,PA166152783,rs34993780,chr2,234681059,UGT1A9,1447962671,4,pk,,,1,
PA451735:tramadol,1,PA166135164,rs35167514,chr6,160560881,SLC22A1,1183618213,3,other,,,1,
PA449165:cyclophosphamide;PA128406956:fluorouracil;PA450428:methotrexate,3,PA166152837,rs351855,chr5,176520243,FGFR4,1448102942,3,efficacy,PA443560:Breast Neoplasms,,1,
PA450243:lithium,1,PA166134684,rs334558,chr3,119813281,GSK3B,982031327,3,efficacy,PA447199:Bipolar Disorder,,,1
PA449015:citalopram;PA449673:fluoxetine,2,PA166134412,rs334558,chr3,119813281,GSK3B,982030584,3,efficacy,"PA447321:Depressive Disorder, Major",asian,,
PA449441:efavirenz,1,PA166136099,rs35303484,chr19,41497346,CYP2B6,1447953004,3,pk,PA447230:HIV,black,,
PA450428:methotrexate,1,PA166134250,rs35592,chr16,16141823,ABCC1,981418968,3,efficacy,PA445451:Psoriasis,,1,
PA133950441:hmg coa reductase inhibitors,1,PA166134986,rs352046,chr4,74864550,CXCL5,1183491808,3,efficacy,PA165108401:Acute coronary syndrome,,,1
PA165110775:SN-38,1,PA166162364,rs35621,chr16,16168608,ABCC1,1448531679,3,pk,PA446108:Colorectal Neoplasms,,,1
PA449748:gemcitabine,1,PA166153008,rs35687416,chr1,47834209,CMPK1,1447981489,3,efficacy,PA445218:Pancreatic Neoplasms,asian,,
PA450395:metformin,1,PA166136316,rs36056065,chr6,160560908,SLC22A1,1444703808,3,toxicity,"PA443890:Diabetes Mellitus, Type 2",white,,
PA449383:docetaxel,1,PA166136226,rs35864111,chr6,43736537,VEGFA,1444673189,3,efficacy,PA443560:Breast Neoplasms,,1,
PA448803:carboplatin;PA150481189:taxanes,2,PA166136440,rs3594,chr8,30535660,GSR,1446899895,3,toxicity,PA445204:Ovarian Neoplasms,,1,
PA165110775:SN-38,1,PA166152785,rs35350960,chr2,234669619,UGT1A9,1447962679,4,pk,,,1,
PA451866:venlafaxine,1,PA166153068,rs367543000,chr22,42128212,CYP2D6,1447983196,4,toxicity,"PA447321:Depressive Disorder, Major",asian,,
PA449441:efavirenz,1,PA166152859,rs36118214,chr19,41519306,CYP2B6,1447964020,3,pk,PA447230:HIV,black,,
PA449027:cladribine;PA128406956:fluorouracil;PA449748:gemcitabine,3,PA166153067,rs370457585,chr1,40126852,NT5C1A,1447983189,4,other,,,1,
PA448771:capecitabine;PA128406956:fluorouracil,2,PA166135980,rs371194629,chr6,29830804,HLA-G,1447680033,3,efficacy,PA446108:Colorectal Neoplasms,white,,
PA166110256:bufuralol;PA449273:dextromethorphan,2,PA166153037,rs371793722,chr22,42128794,CYP2D6,1447982809,4,pk,,,1,
PA448320:allopurinol;PA165958521:febuxostat,2,PA166161461,rs3731722,chr2,201534389,AOX1,1448428949,3,dosage,PA444318:Gout,,,1
PA452639:infliximab,1,PA166136522,rs361525,chr6,31543101,TNF,1447946149,3,efficacy,,white,,
PA452233:antipsychotics,1,PA166161295,rs363341,chr10,119010465,SLC18A2,1448428122,3,toxicity,PA447215:Psychotic Disorders,,,1
PA448432:anastrozole,1,PA166135416,rs3732218,chr2,234627304,UGT1A4,1445402371,4,other,,,1,
PA448432:anastrozole,1,PA166135415,rs3732219,chr2,234627248,UGT1A4,1445402365,4,other,,,1,
PA451241:ribavirin;PA166122593:sofosbuvir,2,PA166135696,rs368234815,chr19,39248514,IFNL4,1444668642,3,efficacy,"PA446863:Hepatitis C, Chronic",,,1
PA164749390:peginterferon alfa-2a;PA164784024:peginterferon alfa-2b;PA451241:ribavirin;PA165958354:telaprevir,4,PA166135501,rs368234815,chr19,39248514,IFNL4,1446906831,2B,efficacy,"PA446863:Hepatitis C, Chronic",,,1
PA164749390:peginterferon alfa-2a;PA164784024:peginterferon alfa-2b;PA451241:ribavirin;PA166122590:simeprevir,4,PA166160626,rs368234815,chr19,39739154,IFNL4,1448264447,3,efficacy,"PA446863:Hepatitis C, Chronic",asian,,
PA449053:clopidogrel,1,PA166163136,rs3732759,chr3,151074925,P2RY12,1448601697,3,efficacy,PA443797:Coronary Disease,asian,,
PA449383:docetaxel,1,PA166158786,rs3732359,chr3,119536429,NR1I2,1448099238,3,toxicity,PA443340:Anemia; PA445046:Nasopharyngeal Neoplasms,asian,,
PA449383:docetaxel,1,PA166158787,rs3732360,chr3,119536581,NR1I2,1448098319,3,toxicity,PA443340:Anemia; PA445046:Nasopharyngeal Neoplasms,asian,,
PA154410481:prasugrel,1,PA166135195,rs3737224,chr1,156879580,PEAR1,1183622267,3,efficacy,,asian,,
PA449383:docetaxel;PA451644:thalidomide,2,PA166134320,rs3734254,chr6,35395010,PPARD,981419030,3,efficacy,PA445425:Prostatic Neoplasms,,,1
PA164713176:Platinum compounds,1,PA166135675,rs3738948,chr2,128018063,ERCC3,1444666599,3,efficacy,"PA443622:Carcinoma, Non-Small-Cell Lung",,1,
PA450428:methotrexate,1,PA166135798,rs3740065,chr10,101605693,ABCC2,1444703624,3,toxicity; pk,"PA446157:Leukemia, B-Cell, Acute",white,,
PA451581:tamoxifen,1,PA166152694,rs3740065,chr10,101605693,ABCC2,1447960519,3,efficacy,PA443560:Breast Neoplasms,asian,,
PA448803:carboplatin;PA449014:cisplatin,2,PA166135121,rs3740556,chr10,120840195,EIF3A,1183630672,3,efficacy,PA444818:Lung Neoplasms,asian,,
PA449027:cladribine;PA128406956:fluorouracil;PA449748:gemcitabine,3,PA166153040,rs374150125,chr1,40129002,NT5C1A,1447982830,4,other,,,1,
PA450085:irinotecan,1,PA166162366,rs3743527,chr16,16235681,ABCC1,1448531807,3,toxicity,PA446108:Colorectal Neoplasms,,,1
PA450626:nicotine,1,PA166159046,rs3743078,chr15,78894759,CHRNA3,1448101265,3,toxicity,PA445876:Tobacco Use Disorder,white,,
PA450401:methadone,1,PA166152947,rs3735451,chr7,99355975,CYP3A4,1447980696,3,toxicity,PA444460:Heroin Dependence,asian,,
PA10204:tenofovir,1,PA166136303,rs3742106,chr13,95673791,ABCC4,1444703278,3,pk,PA447230:HIV,asian,,
PA450631:nifedipine,1,PA166134206,rs3745009,chr18,43262358,SLC14A2,982035279,3,efficacy,PA444552:Hypertension,asian,,
PA449383:docetaxel,1,PA166158885,rs3746574,chr20,43058018,HNF4A,1448099166,3,toxicity,PA443340:Anemia; PA445046:Nasopharyngeal Neoplasms,asian,,
PA449748:gemcitabine,1,PA166153005,rs3750117,chr7,33060946,NT5C3A,1447981396,3,pk,PA445062:Neoplasms,white,,
PA449177:cytarabine;PA449961:idarubicin,2,PA166136318,rs3750117,chr7,33060946,NT5C3A,1444703941,3,efficacy,"PA444760:Leukemia, Myeloid, Acute",asian,,
PA128406956:fluorouracil;PA450085:irinotecan;PA450198:leucovorin,3,PA166136474,rs3749438,chr3,183705184,ABCC5,1446908627,3,toxicity,PA446108:Colorectal Neoplasms,white,,
PA450085:irinotecan,1,PA166135004,rs3740066,chr10,101604207,ABCC2,1183598057,3,toxicity,"PA443622:Carcinoma, Non-Small-Cell Lung",asian,,
PA143485705:antiepileptics,1,PA166134499,rs3740066,chr10,101604207,ABCC2,1185000119,3,efficacy,PA444065:Epilepsy,,,1
PA448785:carbamazepine,1,PA166135834,rs3740066,chr10,101604207,ABCC2,1444704926,3,pk,PA444065:Epilepsy,,,1
PA164748728:mycophenolic acid,1,PA166158992,rs3740066,chr10,101604207,ABCC2,1448100572,3,pk,PA133888799:Organ Transplantation,asian; white,,
PA448033:acetylcysteine,1,PA166153028,rs3750920,chr11,1309956,TOLLIP,1447982728,4,efficacy,PA445468:Pulmonary Fibrosis,white,,
PA448691:busulfan,1,PA166152813,rs3754446,chr1,110253241,GSTM1,1448106650,3,pk,"PA444760:Leukemia, Myeloid, Acute",,1,
PA450428:methotrexate,1,PA166134503,rs3758149,chr8,63951728,GGH,981419158,3,efficacy,"PA443434:Arthritis, Rheumatoid",,1,
